,Position,Salary Estimate,Rating,Organization,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
756,Data Analyst,₹607K - ₹700K (Glassdoor Est.),5.0,"Networld
5.0",Rājkot,-1,1 to 50 Employees,2006,Private Practice / Firm,IT Services,Information Technology,Unknown / Non-Applicable,-1
757,Data Analyst,₹607K - ₹700K (Glassdoor Est.),5.0,"Legalwiz
5.0",India,-1,1 to 50 Employees,2015,Company - Private,Legal,Accounting & Legal,$10+ billion (USD),-1
758,Data Analyst,₹607K - ₹700K (Glassdoor Est.),4.2,"Tekion
4.2",Bangalore,-1,51 to 200 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
759,Data Scientist Embedded Systems Innovation,₹607K - ₹700K (Glassdoor Est.),-1,CareerXperts Consulting,India,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
760,Cloud Data Engineer(4-8 Years),₹607K - ₹700K (Glassdoor Est.),4.1,"Siemens Technology and Services Private Limited
4.1",Pune,-1,10000+ Employees,1843,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),-1
761,Scientist I - Digital Imaging (Early Development),₹420K - ₹620K (Glassdoor Est.),4.3,"Covance
4.3",Bangalore,-1,10000+ Employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),-1
762,Scientist I - Digital Imaging (Early Development),₹420K - ₹620K (Glassdoor Est.),4.3,"Covance
4.3",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
763,Data Analyst,₹420K - ₹620K (Glassdoor Est.),3.7,"Honeywell
3.7",Bangalore,-1,10000+ Employees,1885,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
764,Business Analyst - Data Science,₹420K - ₹620K (Glassdoor Est.),3.5,"Sitel
3.5",Mumbai,-1,-1,-1,-1,-1,-1,-1,-1
765,Data Analyst,₹420K - ₹620K (Glassdoor Est.),3.8,"ALTIMETRIK India
3.8",Chennai,-1,1001 to 5000 Employees,2012,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
766,Data Science AI ML NLP Trainers - Delhi,₹420K - ₹620K (Glassdoor Est.),3.9,"ChampionsIT
3.9",New Delhi,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
767,Applied Scientist,₹420K - ₹620K (Glassdoor Est.),4.3,"Amazon Dev Center India - Hyd
4.3",Bangalore,-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
768,Applied Scientist,₹420K - ₹620K (Glassdoor Est.),4.3,"Amazon Dev Center India - Hyd
4.3",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
769,Assistant Manager - Data Science,₹420K - ₹620K (Glassdoor Est.),4.0,"The Smart Cube
4.0",India,-1,501 to 1000 Employees,2003,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1
770,Assistant Manager - Data Science,₹420K - ₹620K (Glassdoor Est.),4.0,"The Smart Cube
4.0",India,-1,-1,-1,-1,-1,-1,-1,-1
771,Data Analyst,₹420K - ₹620K (Glassdoor Est.),3.6,"Better.com India
3.6",Gurgaon,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
772,Data Analyst,₹420K - ₹620K (Glassdoor Est.),3.6,"Vashi Electricals
3.6",Bhiwandi,-1,201 to 500 Employees,1978,Company - Private,Wholesale,Business Services,$2 to $5 billion (USD),-1
773,Data Analyst,₹420K - ₹620K (Glassdoor Est.),3.9,"S&P Global
3.9",Hyderābād,-1,10000+ Employees,1888,Company - Public,Financial Analytics & Research,Finance,$5 to $10 billion (USD),-1
774,Data Analyst,₹420K - ₹620K (Glassdoor Est.),4.0,"Infometry Inc.
4.0",Bangalore,-1,51 to 200 Employees,2010,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1
775,Data Analyst,₹420K - ₹620K (Glassdoor Est.),3.9,"Compass
3.9",Hyderābād,-1,1001 to 5000 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),-1
776,Data Analyst,₹420K - ₹620K (Glassdoor Est.),-1,In Diverse Company,Mumbai,-1,1 to 50 Employees,-1,Company - Public,-1,-1,Less than $1 million (USD),-1
777,Data Analyst,₹420K - ₹620K (Glassdoor Est.),2.9,"Optiva
2.9",Remote,-1,1001 to 5000 Employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1
778,Data Analyst,₹420K - ₹620K (Glassdoor Est.),2.9,"Optiva
2.9",Remote,-1,-1,-1,-1,-1,-1,-1,-1
779,Data Analyst,₹420K - ₹620K (Glassdoor Est.),4.8,"Liventus
4.8",Bangalore,-1,51 to 200 Employees,2002,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1
780,Data Analyst,₹420K - ₹620K (Glassdoor Est.),4.8,"Liventus
4.8",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
781,Data Analyst,₹420K - ₹620K (Glassdoor Est.),3.6,"NTT DATA Global Delivery Services Limited
3.6",India,-1,-1,-1,-1,-1,-1,-1,-1
782,Data Science,₹420K - ₹620K (Glassdoor Est.),4.4,"3RI TECHNOLOGIES
4.4",Pune,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
783,Reporting & Analytics - Manager,₹420K - ₹620K (Glassdoor Est.),3.7,"DuPont
3.7",Hyderābād,-1,10000+ Employees,1802,Company - Public,Chemical Manufacturing,Manufacturing,$10+ billion (USD),-1
784,Specialist I/II - Data Analyst,₹420K - ₹620K (Glassdoor Est.),3.9,"Philips
3.9",Bangalore,-1,10000+ Employees,1891,Company - Public,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),-1
785,Senior Data Engineer,₹420K - ₹620K (Glassdoor Est.),4.1,"Nokia
4.1",Noida,-1,10000+ Employees,1865,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),-1
786,Data Analyst,₹420K - ₹620K (Glassdoor Est.),-1,Solitaire Infotech Solution,Hyderābād,-1,-1,-1,-1,-1,-1,-1,-1
787,Senior Data Scientist,₹420K - ₹620K (Glassdoor Est.),1.0,"Emerging India Group
1.0",Noida,-1,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
788,Senior Data Scientist,₹420K - ₹620K (Glassdoor Est.),1.0,"Emerging India Group
1.0",Noida,-1,-1,-1,-1,-1,-1,-1,-1
789,Scientist D,₹420K - ₹620K (Glassdoor Est.),4.2,"MNIT
4.2",India,-1,Unknown,-1,College / University,-1,-1,Less than $1 million (USD),-1
790,Data Science Professional,₹420K - ₹620K (Glassdoor Est.),3.8,"Edelman
3.8",New Delhi,-1,1 to 50 Employees,-1,Company - Public,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1
791,Data Analyst I,₹367K - ₹626K (Glassdoor Est.),3.8,"Dun & Bradstreet
3.8",Hyderābād,-1,1001 to 5000 Employees,1841,Company - Public,IT Services,Information Technology,$1 to $2 billion (USD),-1
792,Data Analyst,₹367K - ₹626K (Glassdoor Est.),-1,Vixplor Analytics,Calcutta,-1,-1,-1,-1,-1,-1,-1,-1
793,Machine Learning Engineer,₹367K - ₹626K (Glassdoor Est.),4.1,"abc consultants
4.1",Bangalore,-1,201 to 500 Employees,1969,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1
794,Data Analyst,₹367K - ₹626K (Glassdoor Est.),3.3,"kyte Tech Consulting LLP
3.3",Ahmedabad,-1,51 to 200 Employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
795,Data & Applied Scientist Manager,₹367K - ₹626K (Glassdoor Est.),4.4,"Microsoft
4.4",Hyderābād,-1,10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
796,India Market Unit - Data Science Analyst - (Career Level 11),₹367K - ₹626K (Glassdoor Est.),3.9,"Accenture
3.9",Mumbai,-1,10000+ Employees,1989,Company - Public,Consulting,Business Services,$10+ billion (USD),-1
797,India Market Unit - Data Science Analyst - (Career Level 11),₹367K - ₹626K (Glassdoor Est.),3.9,"Accenture
3.9",Mumbai,-1,201 to 500 Employees,-1,Company - Private,Security Services,Business Services,Less than $1 million (USD),-1
798,Data Analyst,₹367K - ₹626K (Glassdoor Est.),3.7,"Alamy
3.7",Thiruvananthapuram,-1,51 to 200 Employees,1999,Company - Private,Internet,Information Technology,$25 to $50 million (USD),-1
799,Data Engineer,₹367K - ₹626K (Glassdoor Est.),4.8,"Bloom Consulting Services
4.8",Chennai,-1,1 to 50 Employees,2015,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1
800,Lead Data Scientist,₹367K - ₹626K (Glassdoor Est.),3.7,"Cognizant
3.7",Hyderābād,-1,10000+ Employees,1994,Company - Public,-1,-1,$10+ billion (USD),-1
801,Associate Data Scientist - Space Planner,₹367K - ₹626K (Glassdoor Est.),4.1,"Shell
4.1",Chennai,-1,10000+ Employees,1907,Company - Public,Oil & Gas Exploration & Production,"Oil, Gas, Energy & Utilities",$10+ billion (USD),-1
802,Data Scientist - B3/4/5/6,₹367K - ₹626K (Glassdoor Est.),4.6,"Stalwart management consulting
4.6",Pune,-1,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
803,WLAN Algorithm Design & Baseband Modeling Engineer,₹367K - ₹626K (Glassdoor Est.),4.1,"Qualcomm Incorporated
4.1",Bangalore,-1,10000+ Employees,1985,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
804,Data Specialist,₹367K - ₹626K (Glassdoor Est.),3.4,"Smiths Detection
3.4",Bangalore,-1,1001 to 5000 Employees,1985,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$500 million to $1 billion (USD),-1
805,Research Scientist - Analytical,₹367K - ₹626K (Glassdoor Est.),3.6,"PI Industries Ltd.
3.6",Udaipur,-1,1001 to 5000 Employees,-1,Company - Private,-1,-1,$10+ billion (USD),-1
806,AI Resident Data Scientist Stats. Consl.,₹367K - ₹626K (Glassdoor Est.),4.1,"Shell
4.1",Bangalore,-1,10000+ Employees,1907,Company - Public,Oil & Gas Exploration & Production,"Oil, Gas, Energy & Utilities",$10+ billion (USD),-1
807,AI Resident Data Scientist Stats. Consl.,₹367K - ₹626K (Glassdoor Est.),4.1,"Shell
4.1",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
808,Computer Scientist-Audio/Video Expert,₹367K - ₹626K (Glassdoor Est.),4.3,"Adobe
4.3",Noida,-1,10000+ Employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),-1
809,Computer Scientist-Audio/Video Expert,₹367K - ₹626K (Glassdoor Est.),4.3,"Adobe
4.3",Noida,-1,-1,-1,-1,-1,-1,-1,-1
810,Staff Data Engineer,₹367K - ₹626K (Glassdoor Est.),4.4,"Intuit
4.4",Bangalore,-1,5001 to 10000 Employees,1983,Company - Public,-1,-1,$5 to $10 billion (USD),-1
811,Staff Data Engineer,₹367K - ₹626K (Glassdoor Est.),4.4,"Intuit
4.4",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
812,Senior Data Analyst,₹367K - ₹626K (Glassdoor Est.),3.9,"McAfee
3.9",Bangalore,-1,5001 to 10000 Employees,1987,Company - Private,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
813,Machine Learning Engineer,₹367K - ₹626K (Glassdoor Est.),4.0,"CodeData
4.0",India,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
814,Quantitative Analyst,₹367K - ₹626K (Glassdoor Est.),4.7,"B&B Analytics
4.7",Mumbai,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
815,Quantitative Analyst,₹367K - ₹626K (Glassdoor Est.),4.7,"B&B Analytics
4.7",Mumbai,-1,-1,-1,-1,-1,-1,-1,-1
816,Engineer - Data Engg,₹367K - ₹626K (Glassdoor Est.),4.2,"Target
4.2",Bangalore,-1,10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail,$10+ billion (USD),-1
817,CIB Client Account Services - Client Data Analyst- Team Leader,₹367K - ₹626K (Glassdoor Est.),3.8,"JPMorgan Chase Bank, N.A.
3.8",Bangalore,-1,10000+ Employees,1799,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$10+ billion (USD),-1
818,Business Analyst and Data Analyst,₹367K - ₹626K (Glassdoor Est.),3.6,"Tech Mahindra Limited
3.6",Bhubaneshwar,-1,10000+ Employees,1986,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD),-1
819,Business Intelligence Analyst,₹367K - ₹626K (Glassdoor Est.),3.9,"Parexel
3.9",Hyderābād,-1,10000+ Employees,1982,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),-1
820,Business Intelligence Analyst,₹367K - ₹626K (Glassdoor Est.),3.9,"Parexel
3.9",Hyderābād,-1,10000+ Employees,1823,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1
821,Big Data Engineer,₹303K - ₹665K (Glassdoor Est.),4.1,"Trigent Software Limited
4.1",Pune,-1,1001 to 5000 Employees,1993,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
822,Data Engineer,₹303K - ₹665K (Glassdoor Est.),3.3,"SHL
3.3",Gurgaon,-1,1001 to 5000 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
823,Data Analyst,₹303K - ₹665K (Glassdoor Est.),3.7,"Algoscale
3.7",Noida,-1,1 to 50 Employees,2014,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
824,Data Science Analyst,₹303K - ₹665K (Glassdoor Est.),3.7,"Otis
3.7",Karnataka,-1,10000+ Employees,1854,Subsidiary or Business Segment,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),-1
825,Data Analyst,₹303K - ₹665K (Glassdoor Est.),4.4,"Scripbox Advisors
4.4",Bangalore,-1,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
826,"""Lead Data Scientist""",₹303K - ₹665K (Glassdoor Est.),-1,Leaders Hunt,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
827,Head Of Data,₹303K - ₹665K (Glassdoor Est.),-1,skilora,Remote,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
828,Applied Scientist II,₹303K - ₹665K (Glassdoor Est.),4.3,"ADCI - Karnataka
4.3",Bangalore,-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
829,A++ Data Scientists @ Pune – High Impact!,₹303K - ₹665K (Glassdoor Est.),-1,CareerXperts,Pune,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
830,Lead Data Scientist,₹303K - ₹665K (Glassdoor Est.),3.4,"EagleView
3.4",Bangalore,-1,501 to 1000 Employees,2001,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1
831,Engineer- Data Engg,₹303K - ₹665K (Glassdoor Est.),4.2,"Target
4.2",Bangalore,-1,10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail,$10+ billion (USD),-1
832,Data Analyst,₹303K - ₹665K (Glassdoor Est.),3.8,"Oracle
3.8",Bangalore,-1,10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),-1
833,Machine Learning Engineer,₹303K - ₹665K (Glassdoor Est.),5.0,"Azine Technologies
5.0",Ahmedabad,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
834,Specialist I/II - Data Engineer,₹303K - ₹665K (Glassdoor Est.),3.9,"Philips
3.9",Bangalore,-1,10000+ Employees,1891,Company - Public,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),-1
835,Specialist I/II - Data Engineer,₹303K - ₹665K (Glassdoor Est.),4.1,"Philips
3.9",Bangalore,-1,10000+ Employees,1891,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
836,Data Analyst,₹303K - ₹665K (Glassdoor Est.),4.1,"MSD
4.1",India,-1,-1,-1,-1,-1,-1,-1,-1
837,Data Scientist Senior,₹303K - ₹665K (Glassdoor Est.),-1,ANI Calls India Private Limited,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
838,COMPUTER SCIENTIST ADOBE SIGN,₹303K - ₹665K (Glassdoor Est.),5.0,"Tavat Consultancy
5.0",India,-1,1 to 50 Employees,2018,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1
839,Lead Data Scientist,₹303K - ₹665K (Glassdoor Est.),3.2,"Qualys
3.2",Pune,-1,501 to 1000 Employees,1999,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1
840,Lead Data Scientist,₹303K - ₹665K (Glassdoor Est.),3.2,"Qualys
3.2",Pune,-1,-1,-1,-1,-1,-1,-1,-1
841,Data Analyst,₹303K - ₹665K (Glassdoor Est.),3.2,"Cubic Corporation
3.2",Hyderābād,-1,5001 to 10000 Employees,1951,Company - Public,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),-1
842,Data Analyst Requirement,₹303K - ₹665K (Glassdoor Est.),4.8,"Bloom Consulting Services
4.8",Bangalore,-1,1 to 50 Employees,2015,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1
843,Data Scientist - Credit Risk,₹303K - ₹665K (Glassdoor Est.),3.9,"Scienaptic Systems
3.9",Bangalore,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
844,Data Engineer,₹303K - ₹665K (Glassdoor Est.),4.3,"ADCI PNQ 13 SEZ
4.3",Pune,-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
845,HIVE Data Engineer- Bangalore,₹303K - ₹665K (Glassdoor Est.),4.9,"6sense
4.9",Bangalore,-1,201 to 500 Employees,2013,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
846,Data Analyst,₹303K - ₹665K (Glassdoor Est.),4.3,"Hexanika
4.3",Pune,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
847,"Data Scientist (Bangalore, India)",₹303K - ₹665K (Glassdoor Est.),3.1,"Coresight Research, Inc.
3.1",Mangalore,-1,1 to 50 Employees,2018,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,-1
848,Machine Learning Engineer,₹303K - ₹665K (Glassdoor Est.),4.1,"Foghorn Systems
4.1",Pune,-1,51 to 200 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
849,Machine Learning Engineer,₹303K - ₹665K (Glassdoor Est.),4.7,"TouchNote
4.7",Hyderābād,-1,1 to 50 Employees,2008,Company - Private,Internet,Information Technology,$10 to $25 million (USD),-1
850,Machine Learning Engineer,₹303K - ₹665K (Glassdoor Est.),4.7,"TouchNote
4.7",Hyderābād,-1,-1,-1,-1,-1,-1,-1,-1
851,Data Analyst,₹394K - ₹872K (Glassdoor Est.),-1,Yashodha S M (Proprietor Of Co Inter Technology),Mumbai,-1,-1,-1,-1,-1,-1,-1,-1
852,Data Analyst,₹394K - ₹872K (Glassdoor Est.),-1,Yashodha S M (Proprietor Of Co Inter Technology),Mumbai,-1,-1,-1,-1,-1,-1,-1,-1
853,Machine Learning Engineer,₹394K - ₹872K (Glassdoor Est.),4.8,"Whizzystack
4.8",Noida,-1,-1,-1,-1,-1,-1,-1,-1
854,Data Scientist / Video Analytics Lead,₹394K - ₹872K (Glassdoor Est.),4.2,"Hewlett Packard Enterprise
4.2",Gurgaon,-1,10000+ Employees,2015,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
855,Visualization and Data Engineer,₹394K - ₹872K (Glassdoor Est.),4.8,"Bloom Consulting Services
4.8",Bangalore,-1,1 to 50 Employees,2015,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1
856,Data Engineer (Funding Circle),₹394K - ₹872K (Glassdoor Est.),4.8,"Bloom Consulting Services
4.8",Bangalore,-1,1 to 50 Employees,2015,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1
857,Data Engineer - Redshift,₹394K - ₹872K (Glassdoor Est.),4.5,"People Interactive Pvt Ltd.
4.5",Mumbai,-1,1001 to 5000 Employees,1996,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
858,Data Science,₹394K - ₹872K (Glassdoor Est.),3.8,"AdmyBrand
3.8",Bangalore,-1,1 to 50 Employees,2016,Company - Private,Publishing,Media,$5 to $10 million (USD),-1
859,Data Science,₹394K - ₹872K (Glassdoor Est.),3.8,"AdmyBrand
3.8",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
860,Machine Learning Engineer,₹394K - ₹872K (Glassdoor Est.),4.2,"AppZen
4.2",Pune,-1,201 to 500 Employees,2012,Company - Private,Financial Transaction Processing,Finance,$5 to $10 million (USD),-1
861,Analyst (Data Science),₹394K - ₹872K (Glassdoor Est.),4.8,"Bloom Consulting Services
4.8",Bangalore,-1,1 to 50 Employees,2015,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1
862,Machine Learning Engineer,₹394K - ₹872K (Glassdoor Est.),3.7,"Aera Technology
3.7",Pune,-1,201 to 500 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
863,Machine Learning Engineer,₹394K - ₹872K (Glassdoor Est.),2.9,"e-con Systems
2.9",Chennai,-1,201 to 500 Employees,2003,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
864,BackEnd/Data Engineer,₹394K - ₹872K (Glassdoor Est.),4.5,"Quaero
4.5",Bangalore,-1,51 to 200 Employees,1999,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1
865,Data Analyst,₹394K - ₹872K (Glassdoor Est.),4.0,"PayPal
4.0",Bangalore,-1,10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
866,Manager Data science 1,₹394K - ₹872K (Glassdoor Est.),4.0,"Paypal
4.0",Chennai,-1,10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
867,Business Analytics consultant (Advance Analytics),₹394K - ₹872K (Glassdoor Est.),4.8,"Bloom Consulting Services
4.8",Bangalore,-1,1 to 50 Employees,2015,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1
868,Lead BackEnd/Data Engineer,₹394K - ₹872K (Glassdoor Est.),4.5,"Quaero
4.5",Bangalore,-1,51 to 200 Employees,1999,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1
869,Clinical Data Analyst III,₹394K - ₹872K (Glassdoor Est.),3.9,"Parexel
3.9",Hyderābād,-1,10000+ Employees,1982,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),-1
870,Senior Data Engineer,₹394K - ₹872K (Glassdoor Est.),3.9,"Telstra
3.9",Bangalore,-1,10000+ Employees,1901,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),-1
871,Senior Data Engineer,₹394K - ₹872K (Glassdoor Est.),3.9,"Telstra
3.9",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
872,Data Analyst,₹394K - ₹872K (Glassdoor Est.),3.9,"GE Appliances
3.9",Hyderābād,-1,10000+ Employees,2016,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$5 to $10 billion (USD),-1
873,Data Analyst,₹394K - ₹872K (Glassdoor Est.),4.1,"SSPL
4.1",New Delhi,-1,501 to 1000 Employees,2009,Company - Private,Education Training Services,Education,$25 to $50 million (USD),-1
874,Senior Data Engineer - India (or similar timezone),₹394K - ₹872K (Glassdoor Est.),5.0,"Tribes.AI
5.0",Remote,-1,1 to 50 Employees,2017,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
875,Data Analyst,₹394K - ₹872K (Glassdoor Est.),4.0,"IBM
4.0",Bangalore,-1,10000+ Employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),-1
876,"MTS 1, Data Engineer",₹394K - ₹872K (Glassdoor Est.),4.0,"Paypal
4.0",Chennai,-1,10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
877,"MTS 1, Data Engineer",₹394K - ₹872K (Glassdoor Est.),4.0,"Paypal
4.0",Chennai,-1,-1,-1,-1,-1,-1,-1,-1
878,Planning and Materials Management COE Data Scientist,₹394K - ₹872K (Glassdoor Est.),4.2,"Hewlett Packard Enterprise
4.2",Bangalore,-1,10000+ Employees,2015,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
879,Planning and Materials Management COE Data Scientist,₹394K - ₹872K (Glassdoor Est.),4.2,"Hewlett Packard Enterprise
4.2",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
880,"Lead Technical Product Manager, Data Engineering",₹394K - ₹872K (Glassdoor Est.),4.1,"Zynga
4.1",Bangalore,-1,1001 to 5000 Employees,2007,Company - Public,Video Games,Media,$500 million to $1 billion (USD),-1
881,A Data Scientists,₹274K - ₹650K (Glassdoor Est.),-1,CareerXperts Consulting,Pune,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
882,"Sr Professional Services Engineer, Data Engineer",₹274K - ₹650K (Glassdoor Est.),4.6,"ARM Treasure Data
4.6",Pune,-1,201 to 500 Employees,2011,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
883,Computer Scientist - Lightroom,₹274K - ₹650K (Glassdoor Est.),4.3,"Adobe
4.3",Bangalore,-1,10000+ Employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),-1
884,Data Analyst,₹274K - ₹650K (Glassdoor Est.),-1,Maple Tech Space,Cochin,-1,-1,-1,-1,-1,-1,-1,-1
885,SA - Data Scientist,₹274K - ₹650K (Glassdoor Est.),4.5,"Golden Opportunities
4.5",Chennai,-1,51 to 200 Employees,-1,Company - Private,Metals Brokers,Mining & Metals,Less than $1 million (USD),-1
886,"Sr Professional Services Engineer, SQL and Python Data Engineer",₹274K - ₹650K (Glassdoor Est.),4.6,"ARM Treasure Data
4.6",Noida,-1,201 to 500 Employees,2011,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
887,Data Analyst,₹274K - ₹650K (Glassdoor Est.),3.9,"Netradyne
3.9",Bangalore,-1,1 to 50 Employees,-1,Contract,-1,-1,Less than $1 million (USD),-1
888,"Microbiologist, Pharmacist, Pharmaceutical Research Scientist, Chemist",₹274K - ₹650K (Glassdoor Est.),-1,Yashodha S M (Proprietor Of Co Inter Technology),Eranakulam,-1,-1,-1,-1,-1,-1,-1,-1
889,Data Analyst,₹274K - ₹650K (Glassdoor Est.),4.0,"ROCHEM Separation Systems
4.0",Maharashtra,-1,501 to 1000 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
890,Data Analyst,₹274K - ₹650K (Glassdoor Est.),-1,99Plus IT Solutions,Vadodara,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
891,Data Analyst,₹274K - ₹650K (Glassdoor Est.),4.2,99Plus IT Solutions,Remote,-1,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
892,Data Engineer,₹274K - ₹650K (Glassdoor Est.),4.2,"Upstox
4.2",Remote,-1,-1,-1,-1,-1,-1,-1,-1
893,Data Analyst,₹274K - ₹650K (Glassdoor Est.),3.8,"Kwalee
3.8",Bangalore,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
