,Position,Salary Estimate,Rating,Organization,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
753,Sr Manager - III-Data Science,₹329K - ₹461K (Glassdoor Est.),-1,"citius tech
3.8",Mumbai,-1,-1,-1,-1,-1,-1,-1,-1
754,Scientist/ Senior Scientist,₹329K - ₹461K (Glassdoor Est.),-1,"Zoetis
3.5",Navi Mumbai,-1,5001 to 10000 Employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 billion (USD),-1
755,"Quantitative Researcher, Deep Research",₹329K - ₹461K (Glassdoor Est.),-1,"WorldQuant
4.3",Mumbai,-1,501 to 1000 Employees,2007,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1
756,Team Lead/Consultant-Data Science,₹329K - ₹461K (Glassdoor Est.),-1,"Accenture
3.9",Bangalore,-1,10000+ Employees,1989,Company - Public,Consulting,Business Services,$10+ billion (USD),-1
757,Data Analyst,₹329K - ₹461K (Glassdoor Est.),-1,REI Systems India Pvt. Ltd.,Maharashtra,-1,-1,-1,-1,-1,-1,-1,-1
758,Data Analyst,₹329K - ₹461K (Glassdoor Est.),-1,Shakun Sharma (Proprietor Of FM Industry),Āsansol,-1,-1,-1,-1,-1,-1,-1,-1
759,Data Analyst,₹329K - ₹461K (Glassdoor Est.),-1,The Chennai Silks,Tiruppūr,-1,-1,-1,-1,-1,-1,-1,-1
760,Data Analyst,₹329K - ₹461K (Glassdoor Est.),-1,Valethi Technologies LLP,Nāgpur,-1,-1,-1,-1,-1,-1,-1,-1
761,Data Analyst,₹300K - ₹650K (Glassdoor Est.),-1,"Legalwiz
5.0",India,-1,1 to 50 Employees,2015,Company - Private,Legal,Accounting & Legal,$10+ billion (USD),-1
762,Data Analyst,₹300K - ₹650K (Glassdoor Est.),-1,"Networld
5.0",Rājkot,-1,1 to 50 Employees,2006,Private Practice / Firm,IT Services,Information Technology,Unknown / Non-Applicable,-1
763,Data Analyst,₹300K - ₹650K (Glassdoor Est.),-1,"Tekion
4.2",Bangalore,-1,51 to 200 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
764,Data Scientist Embedded Systems Innovation,₹300K - ₹650K (Glassdoor Est.),-1,CareerXperts Consulting,India,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
765,Data Analyst,₹300K - ₹650K (Glassdoor Est.),-1,"Honeywell
3.7",Bangalore,-1,10000+ Employees,1885,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
766,Cloud Data Engineer(4-8 Years),₹300K - ₹650K (Glassdoor Est.),-1,"Siemens Technology and Services Private Limited
4.1",Pune,-1,10000+ Employees,1843,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),-1
767,Data Analyst,₹300K - ₹650K (Glassdoor Est.),-1,"Encora
4.7",Bangalore,-1,1001 to 5000 Employees,2003,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
768,Data Engineer,₹300K - ₹650K (Glassdoor Est.),-1,RCPC Bangalore,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
769,Data Analyst,₹300K - ₹650K (Glassdoor Est.),-1,"ALTIMETRIK India
3.8",Chennai,-1,1001 to 5000 Employees,2012,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
770,Data Analyst,₹300K - ₹650K (Glassdoor Est.),-1,"ALTIMETRIK India
3.8",Chennai,-1,10000+ Employees,1985,Company - Private,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1
771,Applied Scientist,₹300K - ₹650K (Glassdoor Est.),-1,"Amazon Dev Center India - Hyd
4.3",Bangalore,-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
772,Data Science AI ML NLP Trainers - Delhi,₹300K - ₹650K (Glassdoor Est.),-1,"ChampionsIT
3.9",New Delhi,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
773,Data Science AI ML NLP Trainers - Delhi,₹300K - ₹650K (Glassdoor Est.),-1,"ChampionsIT
3.9",New Delhi,-1,-1,-1,-1,-1,-1,-1,-1
774,Assistant Manager - Data Science,₹300K - ₹650K (Glassdoor Est.),-1,"The Smart Cube
4.0",India,-1,501 to 1000 Employees,2003,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1
775,Senior Data Engineer,₹300K - ₹650K (Glassdoor Est.),-1,"Nokia
4.1",Noida,-1,10000+ Employees,1865,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),-1
776,Senior Data Engineer,₹300K - ₹650K (Glassdoor Est.),-1,"Nokia
4.1",Noida,-1,201 to 500 Employees,1978,Company - Private,Wholesale,Business Services,$2 to $5 billion (USD),-1
777,Data Analyst,₹300K - ₹650K (Glassdoor Est.),-1,"Brain Management Consultants India Private Limited
3.2",Bangalore,-1,1 to 50 Employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1
778,Data Analyst,₹300K - ₹650K (Glassdoor Est.),-1,"Better.com India
3.6",Gurgaon,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
779,Data Analyst,₹300K - ₹650K (Glassdoor Est.),-1,"Better.com India
3.6",Gurgaon,-1,-1,-1,-1,-1,-1,-1,-1
780,Data Analyst,₹300K - ₹650K (Glassdoor Est.),-1,In Diverse Company,Mumbai,-1,1 to 50 Employees,-1,Company - Public,-1,-1,Less than $1 million (USD),-1
781,Data Analyst,₹300K - ₹650K (Glassdoor Est.),-1,"Infometry Inc.
4.0",Bangalore,-1,51 to 200 Employees,2010,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1
782,Data Analyst,₹300K - ₹650K (Glassdoor Est.),-1,"Optiva
2.9",Remote,-1,1001 to 5000 Employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1
783,Data Analyst,₹300K - ₹650K (Glassdoor Est.),-1,"Anion Healthcare BPO
4.2",India,-1,1 to 50 Employees,1999,Company - Private,Computer Hardware & Software,Information Technology,Less than $1 million (USD),-1
784,Data Analyst,₹300K - ₹650K (Glassdoor Est.),-1,"S&P Global
3.9",Hyderābād,-1,10000+ Employees,1888,Company - Public,Financial Analytics & Research,Finance,$5 to $10 billion (USD),-1
785,Data Analyst,₹300K - ₹650K (Glassdoor Est.),-1,"S&P Global
3.9",Hyderābād,-1,-1,-1,-1,-1,-1,-1,-1
786,Data Analyst,₹300K - ₹650K (Glassdoor Est.),-1,"NTT DATA Global Delivery Services Limited
3.6",India,-1,10000+ Employees,1967,Company - Public,IT Services,Information Technology,$10+ billion (USD),-1
787,Data Scientist / Machine,₹300K - ₹650K (Glassdoor Est.),-1,ANI Calls India Private Limited,Chennai,-1,-1,-1,-1,-1,-1,-1,-1
788,Data Science,₹300K - ₹650K (Glassdoor Est.),-1,"3RI TECHNOLOGIES
4.4",Pune,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
789,Specialist I/II - Data Analyst,₹300K - ₹650K (Glassdoor Est.),-1,"Philips
3.9",Bangalore,-1,10000+ Employees,1891,Company - Public,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),-1
790,Reporting & Analytics - Manager,₹300K - ₹650K (Glassdoor Est.),-1,"DuPont
3.7",Hyderābād,-1,10000+ Employees,1802,Company - Public,Chemical Manufacturing,Manufacturing,$10+ billion (USD),-1
791,Senior Data Scientist,₹540K - ₹800K (Glassdoor Est.),-1,"Emerging India Group
1.0",Noida,-1,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
792,Data Analyst - People Analytics,₹540K - ₹800K (Glassdoor Est.),-1,"Sprinklr
4.1",Gurgaon,-1,1001 to 5000 Employees,2009,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
793,Data Analyst - People Analytics,₹540K - ₹800K (Glassdoor Est.),-1,"Sprinklr
4.1",Gurgaon,-1,-1,-1,-1,-1,-1,-1,-1
794,Data Analyst,₹540K - ₹800K (Glassdoor Est.),-1,"Square Yards Consulting
3.5",Gurgaon,-1,-1,-1,-1,-1,-1,-1,-1
795,Data Analyst,₹540K - ₹800K (Glassdoor Est.),-1,"Square Yards Consulting
3.5",Gurgaon,-1,-1,-1,-1,-1,-1,-1,-1
796,Data Analyst I,₹540K - ₹800K (Glassdoor Est.),-1,"Dun & Bradstreet
3.3",New Delhi,-1,1 to 50 Employees,-1,Company - Public,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1
797,Machine Learning Engineer,₹540K - ₹800K (Glassdoor Est.),-1,"abc consultants
4.1",Bangalore,-1,201 to 500 Employees,1969,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1
798,Data Analyst,₹540K - ₹800K (Glassdoor Est.),-1,Vixplor Analytics,Calcutta,-1,-1,-1,-1,-1,-1,-1,-1
799,Data Analyst,₹540K - ₹800K (Glassdoor Est.),-1,Vixplor Analytics,Calcutta,-1,-1,-1,-1,-1,-1,-1,-1
800,Data Analyst,₹540K - ₹800K (Glassdoor Est.),-1,"kyte Tech Consulting LLP
3.3",Ahmedabad,-1,-1,-1,-1,-1,-1,-1,-1
801,India Market Unit - Data Science Analyst - (Career Level 11),₹540K - ₹800K (Glassdoor Est.),-1,"Accenture
3.9",Mumbai,-1,10000+ Employees,1989,Company - Public,Consulting,Business Services,$10+ billion (USD),-1
802,Data Scientist (AVP) - Leading Analytics Consulting Firm,₹540K - ₹800K (Glassdoor Est.),-1,"Michael Page
3.6",Gurgaon,-1,201 to 500 Employees,-1,Company - Private,Security Services,Business Services,Less than $1 million (USD),-1
803,Data Scientist (AVP) - Leading Analytics Consulting Firm,₹540K - ₹800K (Glassdoor Est.),-1,"Michael Page
3.6",Gurgaon,-1,-1,-1,-1,-1,-1,-1,-1
804,Data Engineer,₹540K - ₹800K (Glassdoor Est.),-1,"Bloom Consulting Services
4.8",Chennai,-1,1 to 50 Employees,2015,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1
805,Lead Data Scientist,₹540K - ₹800K (Glassdoor Est.),-1,"Cognizant
3.7",Hyderābād,-1,10000+ Employees,1994,Company - Public,-1,-1,$10+ billion (USD),-1
806,Data Specialist,₹540K - ₹800K (Glassdoor Est.),-1,"Smiths Detection
3.4",Bangalore,-1,1001 to 5000 Employees,1985,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$500 million to $1 billion (USD),-1
807,Data Specialist,₹540K - ₹800K (Glassdoor Est.),-1,"Smiths Detection
3.4",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
808,Data Scientist - B3/4/5/6,₹540K - ₹800K (Glassdoor Est.),-1,"Stalwart management consulting
4.6",Pune,-1,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
809,Data Scientist - B3/4/5/6,₹540K - ₹800K (Glassdoor Est.),-1,"Stalwart management consulting
4.6",Pune,-1,-1,-1,-1,-1,-1,-1,-1
810,WLAN Algorithm Design & Baseband Modeling Engineer,₹540K - ₹800K (Glassdoor Est.),-1,"Qualcomm Incorporated
4.1",Bangalore,-1,10000+ Employees,1985,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
811,WLAN Algorithm Design & Baseband Modeling Engineer,₹540K - ₹800K (Glassdoor Est.),-1,"Qualcomm Incorporated
4.1",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
812,Research Scientist - Analytical - NMR,₹540K - ₹800K (Glassdoor Est.),-1,"PI Industries Ltd.
3.6",Udaipur,-1,1001 to 5000 Employees,-1,Company - Private,-1,-1,$10+ billion (USD),-1
813,"Data Science Engineer,SMART MFG & AI",₹540K - ₹800K (Glassdoor Est.),-1,"Micron Technology
3.7",Hyderābād,-1,10000+ Employees,1978,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
814,Computer Scientist-Audio/Video Expert,₹540K - ₹800K (Glassdoor Est.),-1,"Adobe
4.3",Noida,-1,10000+ Employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),-1
815,Computer Scientist-Audio/Video Expert,₹540K - ₹800K (Glassdoor Est.),-1,"Adobe
4.3",Noida,-1,-1,-1,-1,-1,-1,-1,-1
816,Staff Data Engineer,₹540K - ₹800K (Glassdoor Est.),-1,"Intuit
4.4",Bangalore,-1,5001 to 10000 Employees,1983,Company - Public,-1,-1,$5 to $10 billion (USD),-1
817,Staff Data Engineer,₹540K - ₹800K (Glassdoor Est.),-1,"Intuit
4.4",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
818,Senior Data Analyst,₹540K - ₹800K (Glassdoor Est.),-1,"McAfee
3.9",Bangalore,-1,5001 to 10000 Employees,1987,Company - Private,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
819,Quantitative Analyst,₹540K - ₹800K (Glassdoor Est.),-1,"B&B Analytics
4.7",Mumbai,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
820,Data Science,₹540K - ₹800K (Glassdoor Est.),-1,"Web Synergies
4.2",Hyderābād,-1,201 to 500 Employees,1998,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
821,Business Analyst and Data Analyst,₹420K - ₹711K (Glassdoor Est.),-1,"Tech Mahindra Limited
3.6",Bhubaneshwar,-1,10000+ Employees,1986,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD),-1
822,Engineer - Data Engg,₹420K - ₹711K (Glassdoor Est.),-1,"Target
4.2",Bangalore,-1,10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail,$10+ billion (USD),-1
823,Business Intelligence Analyst,₹420K - ₹711K (Glassdoor Est.),-1,"Parexel
3.9",Hyderābād,-1,10000+ Employees,1982,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),-1
824,CIB Client Account Services - Client Data Analyst- Team Leader,₹420K - ₹711K (Glassdoor Est.),-1,"JPMorgan Chase Bank, N.A.
3.8",Bangalore,-1,10000+ Employees,1799,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$10+ billion (USD),-1
825,Big Data Engineer,₹420K - ₹711K (Glassdoor Est.),-1,"Trigent Software Limited
4.1",Pune,-1,1001 to 5000 Employees,1993,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
826,Manager-Data Science,₹420K - ₹711K (Glassdoor Est.),-1,"RB
3.9",Hyderābād,-1,10000+ Employees,1823,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1
827,Data Engineer,₹420K - ₹711K (Glassdoor Est.),-1,"SHL
3.3",Gurgaon,-1,1001 to 5000 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
828,Data Science Analyst,₹420K - ₹711K (Glassdoor Est.),-1,"Otis
3.5",Karnataka,-1,10000+ Employees,1854,Subsidiary or Business Segment,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),-1
829,Data Science Analyst,₹420K - ₹711K (Glassdoor Est.),-1,"Otis
3.5",Karnataka,-1,-1,-1,-1,-1,-1,-1,-1
830,Head Of Data,₹420K - ₹711K (Glassdoor Est.),-1,skilora,Remote,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
831,Head Of Data,₹420K - ₹711K (Glassdoor Est.),-1,skilora,Remote,-1,-1,-1,-1,-1,-1,-1,-1
832,"""Lead Data Scientist""",₹420K - ₹711K (Glassdoor Est.),-1,Leaders Hunt,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
833,"""Lead Data Scientist""",₹420K - ₹711K (Glassdoor Est.),-1,Leaders Hunt,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
834,A++ Data Scientists @ Pune – High Impact!,₹420K - ₹711K (Glassdoor Est.),-1,CareerXperts,Pune,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
835,A++ Data Scientists @ Pune – High Impact!,₹420K - ₹711K (Glassdoor Est.),-1,CareerXperts,Pune,-1,-1,-1,-1,-1,-1,-1,-1
836,Engineer- Data Engg,₹420K - ₹711K (Glassdoor Est.),-1,"Target
4.2",Bangalore,-1,10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail,$10+ billion (USD),-1
837,Specialist I/II - Data Engineer,₹420K - ₹711K (Glassdoor Est.),-1,"Philips
3.9",Bangalore,-1,10000+ Employees,1891,Company - Public,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),-1
838,Lead Data Scientist,₹420K - ₹711K (Glassdoor Est.),-1,"EagleView
3.4",Bangalore,-1,501 to 1000 Employees,2001,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1
839,Data Analyst,₹420K - ₹711K (Glassdoor Est.),-1,"Oracle
3.8",Bangalore,-1,10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),-1
840,Machine Learning Engineer,₹420K - ₹711K (Glassdoor Est.),-1,"Azine Technologies
5.0",Ahmedabad,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
841,Machine Learning Engineer,₹420K - ₹711K (Glassdoor Est.),-1,"Azine Technologies
5.0",Ahmedabad,-1,-1,-1,-1,-1,-1,-1,-1
842,Microservices Architecture Lead Software Engineer (Data Science),₹420K - ₹711K (Glassdoor Est.),-1,"AlgonoX Technologies
3.5",Hyderābād,-1,51 to 200 Employees,2015,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
843,Microservices Architecture Lead Software Engineer (Data Science),₹420K - ₹711K (Glassdoor Est.),-1,"AlgonoX Technologies
3.5",Hyderābād,-1,-1,-1,-1,-1,-1,-1,-1
844,Medical Data Analyst,₹420K - ₹711K (Glassdoor Est.),-1,"Exxat, LLC
3.6",Vadodara,-1,201 to 500 Employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
845,Data Analyst,₹420K - ₹711K (Glassdoor Est.),-1,"Cubic Corporation
3.2",Hyderābād,-1,5001 to 10000 Employees,1951,Company - Public,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),-1
846,COMPUTER SCIENTIST ADOBE SIGN,₹420K - ₹711K (Glassdoor Est.),-1,"Tavat Consultancy
5.0",India,-1,1 to 50 Employees,2018,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1
847,Lead Data Scientist,₹420K - ₹711K (Glassdoor Est.),-1,"Qualys
3.2",Pune,-1,501 to 1000 Employees,1999,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1
848,Data Analyst,₹420K - ₹711K (Glassdoor Est.),-1,"Replicon
4.3",Bangalore,-1,201 to 500 Employees,1996,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1
849,Data Analyst Requirement,₹420K - ₹711K (Glassdoor Est.),-1,"Bloom Consulting Services
4.8",Bangalore,-1,1 to 50 Employees,2015,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1
850,Data Scientist - Credit Risk,₹420K - ₹711K (Glassdoor Est.),-1,"Scienaptic Systems
3.9",Bangalore,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
851,Data Engineer,₹502K - ₹656K (Glassdoor Est.),-1,"ADCI PNQ 13 SEZ
4.3",Pune,-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
852,HIVE Data Engineer- Bangalore,₹502K - ₹656K (Glassdoor Est.),-1,"6sense
4.9",Bangalore,-1,201 to 500 Employees,2013,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
853,HIVE Data Engineer- Bangalore,₹502K - ₹656K (Glassdoor Est.),-1,"6sense
4.9",Pune,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
854,"Data Scientist (Bangalore, India)",₹502K - ₹656K (Glassdoor Est.),-1,"Coresight Research, Inc.
3.1",Mangalore,-1,1 to 50 Employees,2018,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,-1
855,Machine Learning Engineer,₹502K - ₹656K (Glassdoor Est.),-1,"TouchNote
4.7",Hyderābād,-1,1 to 50 Employees,2008,Company - Private,Internet,Information Technology,$10 to $25 million (USD),-1
856,Machine Learning Engineer,₹502K - ₹656K (Glassdoor Est.),-1,"Foghorn Systems
4.1",Pune,-1,51 to 200 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
857,Data Analyst,₹502K - ₹656K (Glassdoor Est.),-1,"growel softech
2.6",Pune,-1,201 to 500 Employees,-1,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1
858,Data Analyst,₹502K - ₹656K (Glassdoor Est.),-1,Yashodha S M (Proprietor Of Co Inter Technology),Mumbai,-1,-1,-1,-1,-1,-1,-1,-1
859,Machine Learning Engineer,₹502K - ₹656K (Glassdoor Est.),-1,"Whizzystack
4.8",Noida,-1,1 to 50 Employees,-1,Unknown,-1,-1,Less than $1 million (USD),-1
860,Data Engineer at Kolkata location,₹502K - ₹656K (Glassdoor Est.),-1,"Exide
3.3",Calcutta,-1,10000+ Employees,2001,Subsidiary or Business Segment,Insurance Carriers,Insurance,Less than $1 million (USD),-1
861,Data Scientist / Video Analytics Lead,₹502K - ₹656K (Glassdoor Est.),-1,"Hewlett Packard Enterprise
4.2",Gurgaon,-1,10000+ Employees,2015,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
862,Visualization and Data Engineer,₹502K - ₹656K (Glassdoor Est.),-1,"Bloom Consulting Services
4.8",Bangalore,-1,1 to 50 Employees,2015,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1
863,Visualization and Data Engineer,₹502K - ₹656K (Glassdoor Est.),-1,"Bloom Consulting Services
4.8",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
864,Data Analyst,₹502K - ₹656K (Glassdoor Est.),-1,"PayPal
4.0",Bangalore,-1,10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
865,Data Engineer - Redshift,₹502K - ₹656K (Glassdoor Est.),-1,"People Interactive Pvt Ltd.
4.5",Mumbai,-1,1001 to 5000 Employees,1996,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
866,Data Engineer (Funding Circle),₹502K - ₹656K (Glassdoor Est.),-1,"Bloom Consulting Services
4.8",Bangalore,-1,1 to 50 Employees,2015,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1
867,Data Engineer (Funding Circle),₹502K - ₹656K (Glassdoor Est.),-1,"Bloom Consulting Services
4.8",Bangalore,-1,1 to 50 Employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million (USD),-1
868,Data Science,₹502K - ₹656K (Glassdoor Est.),-1,"AdmyBrand
3.8",Bangalore,-1,1 to 50 Employees,2016,Company - Private,Publishing,Media,$5 to $10 million (USD),-1
869,Machine Learning Engineer,₹502K - ₹656K (Glassdoor Est.),-1,"AppZen
4.2",Pune,-1,201 to 500 Employees,2012,Company - Private,Financial Transaction Processing,Finance,$5 to $10 million (USD),-1
870,Lead BackEnd/Data Engineer,₹502K - ₹656K (Glassdoor Est.),-1,"Quaero
4.5",Bangalore,-1,51 to 200 Employees,1999,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1
871,Lead BackEnd/Data Engineer,₹502K - ₹656K (Glassdoor Est.),-1,"Quaero
4.5",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
872,Analyst (Data Science),₹502K - ₹656K (Glassdoor Est.),-1,"Bloom Consulting Services
4.8",Bangalore,-1,1 to 50 Employees,2015,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1
873,Machine Learning Engineer,₹502K - ₹656K (Glassdoor Est.),-1,"Aera Technology
3.7",Pune,-1,201 to 500 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
874,Data Analyst,₹502K - ₹656K (Glassdoor Est.),-1,Trane Technologies,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
875,Manager Data science 1,₹502K - ₹656K (Glassdoor Est.),-1,"Paypal
4.0",Chennai,-1,10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
876,Business Analytics consultant (Advance Analytics),₹502K - ₹656K (Glassdoor Est.),-1,"Bloom Consulting Services
4.8",Bangalore,-1,1 to 50 Employees,2015,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1
877,Business Analytics consultant (Advance Analytics),₹502K - ₹656K (Glassdoor Est.),-1,"Bloom Consulting Services
4.8",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
878,Business Analytics consultant (Advance Analytics),₹502K - ₹656K (Glassdoor Est.),-1,"Bloom Consulting Services
4.8",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
879,Data Analyst,₹502K - ₹656K (Glassdoor Est.),-1,TechMaven IT Solutions Pvt Ltd,Cochin,-1,-1,-1,-1,-1,-1,-1,-1
880,Data Analyst,₹502K - ₹656K (Glassdoor Est.),-1,"SSPL
4.1",New Delhi,-1,501 to 1000 Employees,2009,Company - Private,Education Training Services,Education,$25 to $50 million (USD),-1
881,Data Science/Scientist,₹420K - ₹700K (Glassdoor Est.),-1,Shri TirupatiI Balaji Education Foundation,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
882,"MTS 1, Data Engineer",₹420K - ₹700K (Glassdoor Est.),-1,"Paypal
4.0",Chennai,-1,10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
883,Data Analyst,₹420K - ₹700K (Glassdoor Est.),-1,Sims Recycling Solutions,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
884,Planning and Materials Management COE Data Scientist,₹420K - ₹700K (Glassdoor Est.),-1,"Hewlett Packard Enterprise
4.2",Bangalore,-1,10000+ Employees,2015,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
885,A Data Scientists,₹420K - ₹700K (Glassdoor Est.),-1,CareerXperts Consulting,Pune,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
886,"Lead Technical Product Manager, Data Engineering",₹420K - ₹700K (Glassdoor Est.),-1,"Zynga
4.1",Bangalore,-1,1001 to 5000 Employees,2007,Company - Public,Video Games,Media,$500 million to $1 billion (USD),-1
887,"Sr Professional Services Engineer, SQL and Python Data Engineer",₹420K - ₹700K (Glassdoor Est.),-1,"ARM Treasure Data
4.6",Noida,-1,201 to 500 Employees,2011,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
888,"Sr Professional Services Engineer, SQL and Python Data Engineer",₹420K - ₹700K (Glassdoor Est.),-1,"ARM Treasure Data
4.6",Noida,-1,-1,-1,-1,-1,-1,-1,-1
889,SA - Data Scientist,₹420K - ₹700K (Glassdoor Est.),-1,"Golden Opportunities
4.5",Chennai,-1,51 to 200 Employees,-1,Company - Private,Metals Brokers,Mining & Metals,Less than $1 million (USD),-1
890,SA - Data Scientist,₹420K - ₹700K (Glassdoor Est.),-1,"Golden Opportunities
4.5",Chennai,-1,-1,-1,-1,-1,-1,-1,-1
891,"Sr Professional Services Engineer, Data Engineer",₹420K - ₹700K (Glassdoor Est.),-1,"ARM Treasure Data
4.6",Pune,-1,201 to 500 Employees,2011,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
892,"Sr Professional Services Engineer, Data Engineer",₹420K - ₹700K (Glassdoor Est.),-1,"ARM Treasure Data
4.6",Pune,-1,-1,-1,-1,-1,-1,-1,-1
